"","X","FISHSET_ID","SET_NO","TRIP","DATE_TIME3","SOAKMINP3P1","DEPTH","LATITUDE","LONGITUDE","YEAR","STATION","STRATUM_ID","NAFAREA_ID","Vess_fact","NUM_HOOK_HAUL","total_other_species","total_target_species","broken_hook","empty_baited","empty_unbaited","other_species","target_species","missing_hook","total_sampled","avg_weight"
"158",158,100305418,1,"J18-0205","2018-06-28 19:13:00",458,221.5,42.2405,-66.33517,2018,526,"H12","5ZJ",77,1000,133,8,0,17,258,21,3,1,300,40.375
"159",159,100305419,2,"J18-0205","2018-06-29 18:55:00",381,86.5,41.59717,-66.284,2018,516,"H11","5ZJ",77,1000,505,0,0,16,227,56,0,0,299,NA
"160",160,100305420,3,"J18-0205","2018-06-30 18:10:00",480,164.5,41.55733,-65.9745,2018,527,"H12","5ZJ",77,998,70,0,0,15,251,32,0,2,300,NA
"161",161,100305421,4,"J18-0205","2018-06-30 23:15:00",677,382.75,41.64267,-65.86417,2018,529,"H13","5ZJ",77,995,91,4,0,85,183,29,2,1,300,22.5
"162",162,100305422,5,"J18-0205","2018-07-01 17:30:00",435,296.75,42.14967,-65.71883,2018,651,"H13","4XP",77,990,312,2,0,77,162,55,1,5,300,47
"163",163,100305427,10,"J18-0205","2018-07-03 00:00:00",640,98.5,42.3795,-65.68533,2018,515,"H11","4XP",77,998,165,4,0,7,264,28,0,1,300,38
"164",164,100305428,1,"J18-0209","2018-07-04 17:45:00",585,353.25,42.42417,-66.89767,2018,528,"H13","4XP",49,1000,58,0,0,7,279,14,0,0,300,NA
"165",165,100305429,2,"J18-0209","2018-07-05 00:26:00",667,205.25,42.7515,-67.5025,2018,525,"H12","4XP",49,1000,248,0,0,13,232,55,0,0,300,NA
"166",166,100305436,1,"J18-0211","2018-07-18 15:05:00",395,160.75,43.3345,-64.41783,2018,521,"H12","4XN",49,998,163,1,0,20,211,68,1,0,300,12
"167",167,100305437,2,"J18-0211","2018-07-18 19:38:00",438,166.75,43.4465,-64.23417,2018,520,"H12","4XN",49,995,688,0,0,4,190,106,0,0,300,NA
"168",168,100305449,1,"J18-0182B","2018-06-24 18:30:00",630,166.5,47.03433,-60.25267,2018,571,"H33","4VN",6,1000,8,4,0,15,282,3,0,0,300,8
"169",169,100305490,1,"J18-0188","2018-07-14 18:06:00",409,157.5,44.10383,-63.78233,2018,517,"H12","4XM",67,1000,56,1,1,18,224,57,0,0,300,4
"170",170,100305491,2,"J18-0188","2018-07-14 22:43:00",486,160,44.06783,-63.24983,2018,549,"H22","4WK",67,1000,89,1,3,3,216,78,0,0,300,26
"171",171,100305517,1,"J18-0169B","2018-07-04 16:32:00",361,100.75,44.42517,-52.7215,2018,640,"H51","3OD",70,1000,55,11,0,113,157,25,5,0,300,10.1818181818182
"172",172,100305519,3,"J18-0169B","2018-07-04 21:26:00",537,92.75,44.34167,-52.444,2018,639,"H51","3OD",70,1000,239,21,0,109,79,103,9,0,300,13.8095238095238
"173",173,100305520,4,"J18-0169B","2018-07-05 14:02:00",362,118,44.1135,-52.65967,2018,645,"H51","3OD",70,1000,52,5,0,58,208,33,1,0,300,19
"174",174,100305521,5,"J18-0169B","2018-07-05 17:00:00",443,103.5,44.0595,-52.40917,2018,644,"H51","3OD",70,1000,88,15,0,150,103,40,6,1,300,8.73333333333333
"175",175,100305522,6,"J18-0169B","2018-07-05 20:08:00",527,536.5,43.90517,-52.57717,2018,650,"H53","3OE",70,1000,62,30,0,94,165,27,12,2,300,17.2333333333333
"176",176,100305534,18,"J18-0169B","2018-07-12 14:11:00",361,58,44.13017,-50.144,2018,623,"H51","3NC",70,1000,191,13,0,127,101,67,4,0,299,27.0769230769231
"177",177,100305536,20,"J18-0169B","2018-07-13 14:35:00",393,62.5,44.43933,-50.57833,2018,620,"H51","3NC",70,1000,64,5,0,232,44,23,1,0,300,16.6
"178",178,100305541,25,"J18-0169B","2018-07-14 14:00:00",360,64.5,44.12583,-50.529,2018,627,"H51","3NC",70,1000,62,20,0,192,71,32,5,0,300,24.95
"179",179,100305870,1,"J18-0202","2018-06-21 14:49:00",406,177.75,42.695,-64.2965,2018,524,"H12","4XN",79,990,268,1,0,15,208,70,0,3,296,9
"180",180,100305873,4,"J18-0202","2018-06-22 18:25:00",519,86.25,43.17083,-64.20217,2018,507,"H11","4XN",79,960,3,4,2,212,80,2,3,1,300,12.75
"181",181,100305876,7,"J18-0202","2018-06-23 18:12:00",571,92,43.212,-64.25183,2018,506,"H11","4XN",79,990,10,6,0,181,115,3,0,1,300,8.66666666666667
"182",182,100305879,10,"J18-0202","2018-06-24 20:18:00",523,241,43.60067,-63.774,2018,518,"H12","4XN",79,1000,126,0,0,16,257,27,0,0,300,NA
"183",183,100305880,11,"J18-0202","2018-06-25 14:25:00",380,142,43.3325,-63.42283,2018,519,"H12","4XN",79,990,124,8,2,21,244,30,3,0,300,8.625
"184",184,100305881,1,"J18-0203","2018-06-22 15:12:00",362,66.25,45.16267,-65.7815,2018,502,"H11","4XR",49,1000,111,1,0,48,217,34,0,1,300,9
"185",185,100305882,2,"J18-0203","2018-06-22 20:15:00",527,88.25,45.08333,-65.3325,2018,501,"H11","4XR",49,1000,132,1,0,40,213,43,0,4,300,21
"186",186,100305883,3,"J18-0203","2018-06-23 15:34:00",443,85.75,45.01583,-65.6985,2018,503,"H11","4XR",49,1000,116,5,1,65,199,31,2,2,300,48.8
"187",187,100305884,4,"J18-0203","2018-06-23 20:30:00",485,114.25,44.91433,-66.21217,2018,504,"H11","4XR",49,1000,102,0,0,3,274,23,0,0,300,NA
"188",188,100305885,5,"J18-0203","2018-06-24 17:47:00",582,83.75,43.92617,-66.62333,2018,509,"H11","4XR",49,1000,10,16,0,74,214,6,6,0,300,12.75
"189",189,100305886,6,"J18-0203","2018-06-24 23:07:00",686,111.75,43.56867,-66.77183,2018,511,"H11","4XR",49,1000,96,20,0,22,232,40,6,0,300,9.05
"190",190,100305888,1,"J18-0207A","2018-07-02 15:00:00",372,30.5,43.9665,-59.4565,2018,534,"H21","4WG",56,1000,5,4,0,65,233,0,2,0,300,9.25
"191",191,100305896,9,"J18-0207A","2018-07-04 17:15:00",482,142.25,44.20383,-59.02967,2018,568,"H32","4VC",56,1000,0,18,0,59,235,0,6,0,300,11.2222222222222
"192",192,100305897,10,"J18-0207A","2018-07-04 21:02:00",534,88.5,44.10483,-58.73017,2018,564,"H31","4VC",56,1000,0,0,0,277,23,0,0,0,300,NA
"193",193,100305898,11,"J18-0207A","2018-07-05 00:52:00",602,80,44.2095,-58.58117,2018,563,"H31","4VC",56,1000,0,0,0,231,69,0,0,0,300,NA
"194",194,100305899,12,"J18-0207A","2018-07-05 14:45:00",375,63.5,44.57983,-58.26367,2018,562,"H31","4VC",56,1000,9,7,0,202,91,3,4,0,300,28.1428571428571
"195",195,100305903,1,"J18-0207B","2018-07-09 16:35:00",439,133,45.054,-58.9225,2018,560,"H31","4VB",56,1000,0,0,0,80,220,0,0,0,300,NA
"196",196,100305904,2,"J18-0207B","2018-07-09 20:01:00",517,123.25,45.035,-58.66883,2018,559,"H31","4VB",56,1000,2,1,0,187,113,0,0,0,300,45
"197",197,100305906,4,"J18-0207B","2018-07-10 14:50:00",395,111.25,45.13133,-57.80717,2018,555,"H31","4VC",56,1000,25,28,0,138,148,6,8,0,300,10
"198",198,100305908,6,"J18-0207B","2018-07-10 20:30:00",563,450.75,45.27467,-57.56367,2018,576,"H33","4VB",56,1000,6,27,0,133,157,1,9,0,300,20.4444444444444
"199",199,100305909,7,"J18-0207B","2018-07-13 17:30:00",450,119,45.52767,-58.77683,2018,556,"H31","4VB",56,1000,1,1,2,270,25,1,1,0,299,10
"200",200,100305910,8,"J18-0207B","2018-07-14 16:24:00",400,107.5,45.00083,-58.41583,2018,558,"H31","4VB",56,1000,1,0,0,267,32,1,0,0,300,NA
"201",201,100305911,9,"J18-0207B","2018-07-14 19:40:00",530,140.75,45.1455,-58.37367,2018,567,"H32","4VB",56,1000,15,8,0,229,62,7,2,0,300,17.125
"202",202,100305912,10,"J18-0207B","2018-07-15 15:05:00",397,356,45.52883,-57.82233,2018,575,"H33","4VB",56,1000,6,3,0,106,192,1,0,0,299,10
"203",203,100305918,16,"J18-0207B","2018-07-16 17:04:00",362,199.25,45.65233,-58.01433,2018,566,"H32","4VB",56,1000,8,2,0,153,146,1,0,0,300,11
"204",204,100306050,1,"J18-0204B","2018-07-19 18:38:00",589,81.25,45.42933,-51.889,2018,618,"H51","3OB",74,1000,132,2,0,186,67,46,1,0,300,19
"205",205,100306051,2,"J18-0204B","2018-07-20 00:58:00",699,73.5,45.937,-51.46517,2018,613,"H51","3OB",74,1000,94,0,0,197,90,13,0,0,300,NA
"206",206,100306052,3,"J18-0204B","2018-07-20 17:11:00",442,74.75,45.577,-50.42983,2018,610,"H51","3NA",74,1000,40,0,0,235,59,6,0,0,300,NA
"207",207,100306053,4,"J18-0204B","2018-07-20 21:08:00",552,79.75,45.80267,-50.2465,2018,608,"H51","3NA",74,1000,36,0,0,247,38,15,0,0,300,NA
"208",208,100306054,5,"J18-0204B","2018-07-21 00:36:00",672,80.25,45.944,-50.33183,2018,607,"H51","3NA",74,1000,42,0,0,193,78,29,0,0,300,NA
"209",209,100306055,6,"J18-0204B","2018-07-21 15:16:00",379,64.75,45.22617,-50.45983,2018,615,"H51","3NA",74,1000,49,2,0,264,20,14,0,2,300,17.5
"210",210,100306056,7,"J18-0204B","2018-07-21 20:36:00",528,60.5,45.38383,-50.01417,2018,609,"H51","3NA",74,1000,16,0,0,166,125,9,0,0,300,NA
"211",211,100306057,8,"J18-0204B","2018-07-22 15:27:00",443,60.25,45.11983,-49.658,2018,611,"H51","3NA",74,1000,38,0,0,276,22,2,0,0,300,NA
"212",212,100306058,9,"J18-0204B","2018-07-22 17:16:00",513,58.75,45.06133,-49.7175,2018,612,"H51","3NA",74,1000,28,0,0,263,31,6,0,0,300,NA
"213",213,100306059,10,"J18-0204B","2018-07-22 21:10:00",583,57,44.923,-50.11633,2018,616,"H51","3NA",74,1000,60,14,0,219,34,35,2,0,290,27.5
"214",214,100306064,15,"J18-0204B","2018-07-23 22:18:00",613,68.75,44.92983,-51.18783,2018,619,"H51","3OD",74,1000,46,3,0,261,14,24,1,0,300,25.6666666666667
"215",215,100306065,16,"J18-0204B","2018-07-23 19:44:00",385,71,44.91783,-51.39683,2018,621,"H51","3OD",74,1000,74,1,0,254,22,24,0,0,300,20
"216",216,100306068,19,"J18-0204B","2018-07-26 14:51:00",386,86.5,44.41733,-52.34233,2018,637,"H51","3OD",74,1000,55,2,0,272,15,13,0,0,300,17
"217",217,100306070,21,"J18-0204B","2018-07-26 21:21:00",600,77.75,44.621,-52.15967,2018,631,"H51","3OD",74,1000,553,2,0,196,14,90,0,0,300,15
"218",218,100306071,22,"J18-0204B","2018-07-27 14:55:00",414,79,44.80683,-52.3915,2018,629,"H51","3OD",74,1000,878,26,0,157,15,111,17,0,300,23.0769230769231
"219",219,100306072,23,"J18-0204B","2018-07-27 19:40:00",515,101,45.0905,-52.65917,2018,628,"H51","3OD",74,1000,28,0,0,281,14,5,0,0,300,NA
"220",220,100306093,1,"J18-0197B","2018-07-28 21:00:00",360,NA,47.33383,-59.42383,2018,570,"H33","4VN",6,998,2,0,0,220,80,0,0,0,300,NA
"221",221,100306094,1,"J18-0197C","2018-08-01 17:00:00",408,66.75,46.62,-59.6595,2018,554,"H31","4VN",6,999,0,0,0,96,204,0,0,0,300,NA
"222",222,100306095,2,"J18-0197C","2018-08-01 23:30:00",595,NA,46.87533,-59.26933,2018,572,"H33","4VN",6,995,8,5,0,125,169,4,2,0,300,19
"223",223,100306096,3,"J18-0197C","2018-08-02 03:40:00",716,NA,46.71683,-59.11683,2018,573,"H33","4VN",6,997,15,2,0,92,203,3,2,0,300,63
"224",224,100306098,2,"J18-0197D","2018-08-04 17:20:00",413,208,46.22,-58.89017,2018,565,"H32","4VN",6,998,5,10,0,83,211,4,2,0,300,13.2
"225",225,100306103,3,"J18-0200","2018-06-16 14:20:00",373,92.75,43.35467,-62.68017,2018,544,"H21","4WM",82,1000,105,61,0,57,190,24,27,0,298,10.0819672131148
"226",226,100306105,5,"J18-0200","2018-06-17 14:32:00",377,155,43.92067,-61.81217,2018,541,"H21","4WM",82,1000,24,1,2,84,206,7,0,0,299,6
"227",227,100306109,9,"J18-0200","2018-06-20 16:30:00",500,236.75,43.93583,-62.74267,2018,550,"H22","4WM",82,1000,68,1,0,54,214,31,1,0,300,6
"228",228,100306111,11,"J18-0200","2018-06-21 03:00:00",705,228.5,43.56583,-63.1765,2018,551,"H22","4WM",82,1000,26,0,0,46,243,11,0,0,300,NA
"229",229,100306113,2,"J18-0206","2018-07-02 14:30:00",390,44.25,43.8275,-61.2765,2018,539,"H21","4WH",81,1000,10,3,0,31,265,3,0,0,299,17.6666666666667
"230",230,100306114,3,"J18-0206","2018-07-02 20:36:00",537,42,43.83583,-60.80933,2018,538,"H21","4WF",81,1000,2,0,0,10,290,0,0,0,300,NA
"231",231,100306115,4,"J18-0206","2018-07-03 14:06:00",366,132.75,44.171,-59.965,2018,569,"H32","4VS",81,1000,20,13,1,106,184,4,5,0,300,22.6153846153846
"232",232,100306116,5,"J18-0206","2018-07-04 14:06:00",363,62.5,44.179,-60.98633,2018,537,"H21","4WE",81,1000,3,1,0,49,250,1,0,0,300,6
"233",233,100306117,6,"J18-0206","2018-07-04 18:38:00",497,104.5,44.40617,-60.96633,2018,536,"H21","4WE",81,1000,10,8,0,55,243,1,1,0,300,16.625
"234",234,100306118,7,"J18-0206","2018-07-05 14:04:00",364,80.5,44.49617,-60.95033,2018,535,"H21","4WE",81,1000,5,1,0,75,222,2,1,0,300,9
"235",235,100306120,9,"J18-0206","2018-07-08 14:07:00",361,139.25,44.86767,-61.43483,2018,532,"H21","4WD",81,1000,1,4,0,227,72,0,1,0,300,25.75
"236",236,100306121,10,"J18-0206","2018-07-08 19:16:00",545,135.25,44.798,-61.27083,2018,533,"H21","4WD",81,1000,2,8,0,228,68,2,2,0,300,17.875
"237",237,100306123,12,"J18-0206","2018-07-09 19:43:00",523,150.75,44.90667,-61.0385,2018,546,"H22","4WD",81,1000,23,11,0,198,90,9,2,0,299,28.8181818181818
"238",238,100306124,13,"J18-0206","2018-07-10 14:20:00",377,82.25,45.03817,-60.468,2018,531,"H21","4WD",81,1000,1,0,0,196,103,1,0,0,300,NA
"239",239,100306125,14,"J18-0206","2018-07-11 14:02:00",362,153.5,44.1865,-62.15483,2018,548,"H22","4WH",81,1000,130,1,0,74,196,30,0,0,300,8
"240",240,100306128,17,"J18-0206","2018-07-15 14:05:00",365,160.25,44.37633,-61.8735,2018,547,"H22","4WH",81,1000,89,0,0,49,229,22,0,0,300,NA
"241",241,100306129,1,"J18-0208","2018-07-01 14:02:00",360,94.5,42.55167,-65.564,2018,514,"H11","4XP",76,1010,88,74,0,59,188,26,25,0,298,6.75675675675676
"242",242,100306132,4,"J18-0208","2018-07-02 14:04:00",361,98,42.64817,-65.188,2018,513,"H11","4XN",76,1010,66,75,0,61,174,35,30,0,300,10.4266666666667
"243",243,100306135,7,"J18-0208","2018-07-04 14:15:00",373,165,43.227,-65.131,2018,523,"H12","4XO",76,1010,70,4,0,14,259,22,2,3,300,5
"244",244,100306136,8,"J18-0208","2018-07-04 16:58:00",471,152.75,43.20883,-64.971,2018,522,"H12","4XO",76,1010,53,10,0,42,235,20,2,1,300,6.8
"245",245,100306137,9,"J18-0208","2018-07-04 20:44:00",600,91.5,43.057,-64.80483,2018,510,"H11","4XN",76,1010,29,51,0,77,196,11,16,0,300,9.29411764705882
"246",246,100306138,10,"J18-0208","2018-07-05 14:06:00",366,73.5,43.33117,-64.74833,2018,508,"H11","4XO",76,1010,19,6,0,226,64,6,2,2,300,22.5
"247",247,100306139,1,"J18-0210","2018-07-09 16:00:00",375,553.25,43.48617,-60.01633,2018,552,"H23","4WG",41,996,31,12,1,137,157,5,0,0,300,29.6666666666667
"248",248,100306143,5,"J18-0210","2018-07-11 15:02:00",422,80.75,43.34683,-61.67317,2018,543,"H21","4WG",41,990,14,4,0,52,244,4,0,0,300,13.5
"249",249,100306144,6,"J18-0210","2018-07-11 18:58:00",553,76.5,43.3055,-61.41667,2018,542,"H21","4WG",41,995,66,9,0,95,201,4,0,0,300,13.4444444444444
"250",250,100306149,11,"J18-0210","2018-07-14 14:05:00",360,284.75,42.98933,-61.76417,2018,553,"H23","4WL",41,1000,57,19,0,124,155,20,1,0,300,12.4736842105263
"251",251,100306150,12,"J18-0210","2018-07-15 17:10:00",490,372.5,42.987,-61.6465,2018,652,"H23","4WL",41,995,195,19,0,98,165,32,5,0,300,20.2631578947368
"252",252,100306151,1,"J18-0213","2018-08-08 15:50:00",425,105.25,43.476,-66.48467,2018,512,"H11","4XQ",49,998,317,0,0,20,192,87,0,1,300,NA
"253",253,100306170,1,"S18-0700","2018-07-02 14:50:00",405,106.75,46.77967,-55.84983,2018,583,"H41","3PS",92,1000,60,2,0,9,263,26,2,0,300,11.5
"254",254,100306171,2,"S18-0700","2018-07-02 19:15:00",583,92.75,46.78733,-55.6415,2018,581,"H41","3PS",92,1000,46,0,0,3,270,27,0,0,300,NA
"255",255,100306172,3,"S18-0700","2018-07-03 14:48:00",407,151.75,46.585,-55.23617,2018,594,"H42","3PS",92,1000,12,0,0,8,288,4,0,0,300,NA
"256",256,100306173,4,"S18-0700","2018-07-03 19:31:00",467,113.5,46.709,-55.55333,2018,582,"H41","3PS",92,1000,51,0,0,15,266,19,0,0,300,NA
"257",257,100306174,5,"S18-0700","2018-07-04 14:01:00",360,82.5,46.862,-55.356,2018,580,"H41","3PS",92,1000,57,2,0,8,259,31,2,0,300,34.5
"258",258,100306175,1,"S18-0701","2018-07-16 14:25:00",380,421,46.872,-58.60833,2018,603,"H43","3PS",88,1000,4,1,0,63,232,3,0,0,298,33
"259",259,100306176,2,"S18-0701","2018-07-16 19:45:00",585,457,46.74817,-58.36133,2018,604,"H43","3PS",88,1000,8,2,0,85,208,6,1,0,300,16
"260",260,100306177,3,"S18-0701","2018-07-17 14:35:00",375,463,46.329,-58.22533,2018,606,"H43","3PS",88,1000,5,2,0,148,147,4,1,0,300,26
"261",261,100306178,4,"S18-0701","2018-07-17 19:45:00",535,461,46.5405,-57.9195,2018,605,"H43","3PS",88,1000,3,0,0,95,203,2,0,0,300,NA
"262",262,100306184,1,"S18-0703","2018-07-14 15:35:00",440,80.5,46.72467,-54.39233,2018,579,"H41","3PS",91,1000,9,0,1,27,264,7,0,1,300,NA
"263",263,100306185,2,"S18-0703","2018-07-14 22:30:00",620,167,46.9705,-54.3805,2018,592,"H42","3PS",91,1000,0,0,0,37,263,0,0,0,300,NA
"264",264,100306186,3,"S18-0703","2018-07-15 14:40:00",390,212.25,47.13417,-54.55517,2018,591,"H42","3PS",91,1000,5,0,0,76,222,2,0,0,300,NA
"265",265,100306187,4,"S18-0703","2018-07-15 20:05:00",565,62,47.28833,-54.59117,2018,578,"H41","3PS",91,1000,2,0,0,248,50,1,0,1,300,NA
"266",266,100306188,1,"S18-0704","2018-07-13 15:00:00",392,194.75,47.28367,-55.74117,2018,593,"H42","3PS",36,1000,17,0,0,197,96,7,0,0,300,NA
"267",267,100306189,2,"S18-0704","2018-07-14 14:01:00",361,207,47.371,-57.78167,2018,595,"H42","3PS",36,1000,18,17,1,42,245,3,8,1,300,9.70588235294118
"268",268,100306190,3,"S18-0704","2018-07-14 19:17:00",528,80.75,47.10633,-57.946,2018,584,"H41","3PS",36,999,90,10,0,51,225,22,1,1,300,8.8
"269",269,100306191,4,"S18-0704","2018-07-15 14:03:00",362,471,46.882,-58.17317,2018,601,"H43","3PS",36,1000,9,0,0,26,271,3,0,0,300,NA
"270",270,100306197,2,"S18-0705","2018-07-19 15:35:00",365,46.5,45.68367,-55.77683,2018,586,"H41","3PS",84,1000,161,26,0,11,240,42,7,0,300,10.1538461538462
"271",271,100306198,3,"S18-0705","2018-07-19 20:30:00",605,51,45.75317,-55.85483,2018,585,"H41","3PS",84,1000,172,32,0,8,241,41,10,0,300,17.40625
"272",272,100306199,4,"S18-0705","2018-07-20 15:50:00",385,60,45.83817,-56.63083,2018,589,"H41","3PS",84,1000,214,1,0,10,235,55,0,0,300,8
"273",273,100306200,5,"S18-0705","2018-07-20 22:50:00",690,48,46.01683,-56.5885,2018,587,"H41","3PS",84,1000,75,11,0,28,246,23,3,0,300,26.1818181818182
"274",274,100306886,1,"S18-0706","2018-07-25 14:34:00",392,82,43.48367,-51.2755,2018,642,"H51","3OE",71,1000,11,0,0,97,198,5,0,0,300,NA
"275",275,100306887,2,"S18-0706","2018-07-25 17:00:00",488,82.5,43.42483,-51.2035,2018,643,"H51","3OE",71,1000,9,0,0,94,203,3,0,0,300,NA
"276",276,100306888,3,"S18-0706","2018-07-26 14:05:00",361,61,43.61533,-50.29283,2018,630,"H51","3NC",71,999,9,0,0,163,132,5,0,0,300,NA
"277",277,100306889,4,"S18-0706","2018-07-26 17:38:00",482,66,43.52367,-50.50317,2018,634,"H51","3NC",71,999,6,0,0,144,153,3,0,0,300,NA
"278",278,100306890,5,"S18-0706","2018-07-26 21:00:00",578,61.5,43.44767,-50.44333,2018,635,"H51","3NE",71,1000,1,0,0,146,153,1,0,0,300,NA
"279",279,100306891,6,"S18-0706","2018-07-27 14:01:00",361,61.5,43.2005,-49.76017,2018,632,"H51","3NF",71,1000,1,0,0,204,95,1,0,0,300,NA
"280",280,100306892,7,"S18-0706","2018-07-27 18:40:00",485,390.5,43.32983,-49.3965,2018,649,"H53","3NF",71,999,34,8,0,113,164,18,3,1,299,16.5
"281",281,100306893,8,"S18-0706","2018-07-28 14:07:00",367,344.5,44.31767,-49.01183,2018,648,"H53","3ND",71,985,48,5,3,54,209,24,1,8,299,11.8
"282",282,100306894,9,"S18-0706","2018-07-28 17:55:00",520,130.25,44.43333,-49.0505,2018,646,"H52","3ND",71,1000,5,0,0,145,155,0,0,0,300,NA
"283",283,100306895,10,"S18-0706","2018-07-28 21:54:00",656,68.5,44.58783,-49.1675,2018,614,"H51","3ND",71,1000,5,0,0,74,225,1,0,0,300,NA
"284",284,100306896,11,"S18-0706","2018-07-29 14:15:00",374,50,44.37317,-49.565,2018,617,"H51","3NC",71,998,77,0,0,42,224,32,0,2,300,NA
"285",285,100307722,1,"S18-0707","2018-08-09 14:05:00",364,197.5,47.54567,-58.5935,2018,596,"H42","3PN",89,1000,25,9,0,23,262,13,2,0,300,14.5555555555556
"286",286,100307723,2,"S18-0707","2018-08-09 18:54:00",484,239.25,47.28,-58.46133,2018,598,"H42","3PN",89,1000,90,7,0,14,239,43,2,0,298,9
"287",287,100307724,3,"S18-0707","2018-08-12 14:10:00",365,439,47.15317,-59.06917,2018,602,"H43","3PN",89,1000,10,2,0,52,241,5,2,0,300,25
"288",288,100307725,4,"S18-0707","2018-08-12 18:50:00",490,407.5,47.17683,-58.585,2018,599,"H43","3PN",89,1000,12,9,0,44,248,8,0,0,300,28.3333333333333
"289",289,100307726,5,"S18-0707","2018-08-13 14:01:00",361,395.25,47.1105,-58.42883,2018,600,"H43","3PN",89,1000,13,3,0,18,279,3,0,0,300,33.3333333333333
"290",290,100307727,6,"S18-0707","2018-08-13 16:50:00",475,256.25,47.22983,-58.33383,2018,597,"H42","3PN",89,1000,63,15,0,10,243,40,7,0,300,14.4666666666667
"291",291,100307728,1,"S18-0708","2018-08-22 17:00:00",392,86,45.77333,-53.20017,2018,624,"H51","3OA",87,997,89,0,0,173,99,28,0,0,300,NA
"292",292,100307729,2,"S18-0708","2018-08-22 21:45:00",587,86,45.78833,-53.122,2018,622,"H51","3OA",87,1000,37,0,0,236,59,5,0,0,300,NA
"293",293,100307730,3,"S18-0708","2018-08-23 14:42:00",401,78,45.62117,-52.93567,2018,625,"H51","3OA",87,1000,26,2,0,167,121,10,1,1,300,11.5
"294",294,100307731,4,"S18-0708","2018-08-23 19:38:00",644,77.5,45.6335,-53.041,2018,626,"H51","3OA",87,990,18,0,2,120,171,7,0,0,300,NA
"295",295,100307732,5,"S18-0708","2018-08-24 14:32:00",371,77.5,45.26983,-53.681,2018,633,"H51","3OA",87,1000,121,9,0,185,50,59,3,2,299,12.2222222222222
"296",296,100307733,6,"S18-0708","2018-08-24 19:52:00",507,84,45.19283,-53.95617,2018,638,"H51","3OA",87,1000,40,0,0,248,40,12,0,0,300,NA
"297",297,100307736,9,"S18-0708","2018-08-26 14:39:00",378,87.5,45.52133,-54.4285,2018,636,"H51","3OA",87,983,0,0,0,233,65,0,0,2,300,NA
"298",298,100308931,2,"J18-0204A","2018-06-24 20:24:00",522,86.75,45.02383,-55.81033,2018,590,"H41","3PS",74,1000,29,0,0,245,31,24,0,0,300,NA
"299",299,100308940,11,"J18-0204A","2018-06-28 15:26:00",445,154,44.493,-53.39017,2018,647,"H52","3OC",74,1000,41,21,0,100,180,16,2,2,300,0.80952380952381
"300",300,100308944,17,"J18-0204A","2018-06-29 18:42:00",540,133.75,44.42833,-53.0215,2018,653,"H52","3OC",74,1000,31,9,0,63,214,17,6,0,300,6.66666666666667
"301",301,100308948,21,"J18-0204A","2018-06-30 23:14:00",677,93.5,44.84267,-53.75183,2018,641,"H51","3OC",74,1000,433,23,0,38,104,148,10,0,300,11.5652173913043
"302",302,100308952,25,"J18-0204A","2018-07-01 23:05:00",713,100.25,45.17867,-54.86517,2018,588,"H41","3PS",74,1000,19,0,0,219,81,0,0,0,300,NA
"303",303,100320208,6,"J19-0220A","2019-05-30 15:01:00",389,70,44.56783,-57.36633,2019,562,"H31","4VC",70,1000,252,0,0,89,123,87,0,1,300,NA
"304",304,100320209,7,"J19-0220A","2019-05-30 18:18:00",499,331.5,44.607,-57.20333,2019,566,"H32","4VC",70,1000,2,29,0,62,227,1,10,0,300,10.6551724137931
"305",305,100320217,15,"J19-0220A","2019-06-01 17:08:00",504,412.75,44.68183,-56.71967,2019,577,"H33","4VC",70,1000,47,25,0,153,113,19,10,5,300,13.08
"306",306,100320611,2,"J19-0304","2019-06-16 18:13:00",527,435,42.6415,-64.27183,2019,528,"H13","4XN",79,996,88,9,3,137,121,28,0,11,300,25.5555555555556
"307",307,100320612,3,"J19-0304","2019-06-17 15:10:00",427,161,42.66733,-64.34017,2019,523,"H12","4XN",79,1010,118,1,1,10,218,68,0,3,300,17
"308",308,100320616,7,"J19-0304","2019-06-19 14:45:00",398,92.5,43.13733,-64.2225,2019,510,"H11","4XN",79,1007,14,2,0,175,118,5,1,1,300,24
"309",309,100320618,9,"J19-0304","2019-06-20 14:40:00",370,91,43.24183,-64.20667,2019,509,"H11","4XN",79,1013,5,2,0,211,84,4,1,0,300,19
"310",310,100320619,10,"J19-0304","2019-06-20 18:50:00",470,161,43.50083,-64.192,2019,520,"H12","4XN",79,1003,86,14,0,59,216,16,7,2,300,10.6428571428571
"311",311,100321129,2,"J19-0220B","2019-06-20 17:41:00",442,92.5,44.47433,-52.60383,2019,639,"H51","3OD",70,1000,333,56,0,72,72,139,17,0,300,10.4821428571429
"312",312,100321139,12,"J19-0220B","2019-06-22 16:22:00",468,71.75,44.48333,-51.199,2019,624,"H51","3OD",70,1000,246,14,0,162,56,77,5,0,300,31.2142857142857
"313",313,100321140,13,"J19-0220B","2019-06-22 19:12:00",575,70.5,44.6115,-51.16533,2019,622,"H51","3OD",70,1000,132,8,0,173,52,71,4,0,300,33.375
"314",314,100321143,16,"J19-0220B","2019-06-23 14:02:00",361,52,44.61883,-49.94183,2019,615,"H51","3NC",70,1000,60,3,0,207,47,43,3,0,300,44.3333333333333
