"","X","FISHSET_ID","SET_NO","TRIP","DATE_TIME3","SOAKMINP3P1","DEPTH","LATITUDE","LONGITUDE","YEAR","STATION","STRATUM_ID","NAFAREA_ID","Vess_fact","NUM_HOOK_HAUL","total_other_species","total_target_species","avg_weight"
"1313",1313,100074742,44,"J04-0203","2004-07-01 15:00:00",148,66,44.15,-50.5885,2004,207,"3","3NC",27,960,29,0,NA
"1314",1314,100074745,47,"J04-0203","2004-07-02 12:48:00",418,55,44.47667,-50.24333,2004,212,"3","3NC",27,1070,78,10,22.1
"1315",1315,100074746,48,"J04-0203","2004-07-02 15:19:00",538,55.75,44.47217,-50.32333,2004,230,"3","3NC",27,1070,57,23,19.9130434782609
"1316",1316,100074749,51,"J04-0203","2004-07-03 02:15:00",1028,57,44.63967,-50.2985,2004,213,"3","3NC",27,1070,36,5,25.4
"1317",1317,100075160,1,"J04-0212","2004-07-06 14:18:00",483,104,44.37767,-63.29467,2004,102,"2","4WK",29,1000,27,0,NA
"1318",1318,100075161,2,"J04-0212","2004-07-06 16:30:00",495,153.25,44.36417,-63.111,2004,97,"2","4WK",29,1000,53,0,NA
"1319",1319,100075162,3,"J04-0212","2004-07-06 17:37:00",537,167.5,44.328,-63.12067,2004,77,"2","4WK",29,1000,58,2,7.5
"1320",1320,100075163,4,"J04-0212","2004-07-06 20:30:00",615,148.25,44.14017,-63.2285,2004,69,"1","4WK",29,1000,40,2,5
"1321",1321,100075164,5,"J04-0212","2004-07-07 14:48:00",405,104.5,43.57733,-62.657,2004,121,"3","4WL",29,1000,11,6,8.5
"1322",1322,100075165,6,"J04-0212","2004-07-07 19:00:00",505,112,43.3385,-63.01933,2004,92,"2","4WL",29,1000,9,0,NA
"1323",1323,100075166,7,"J04-0212","2004-07-07 22:56:00",653,102.75,43.23283,-62.7265,2004,312,"2","4WL",29,1000,4,8,18.25
"1324",1324,100075167,8,"J04-0212","2004-07-08 16:10:00",378,387.5,43.31067,-60.7675,2004,73,"2","4WJ",29,1000,33,6,17.8333333333333
"1325",1325,100075168,9,"J04-0212","2004-07-08 18:33:00",441,367,43.36467,-60.5885,2004,74,"2","4WG",29,1000,9,2,13.5
"1326",1326,100075169,10,"J04-0212","2004-07-08 20:50:00",518,436.25,43.408,-60.44383,2004,124,"3","4WG",29,1000,16,3,14.3333333333333
"1327",1327,100075171,12,"J04-0212","2004-07-09 14:06:00",361,70.5,43.7685,-59.66517,2004,78,"2","4WF",29,1000,0,0,NA
"1328",1328,100075173,14,"J04-0212","2004-07-09 18:24:00",516,362.25,43.64783,-59.50667,2004,96,"2","4WG",29,1000,25,23,7.26086956521739
"1329",1329,100075174,15,"J04-0212","2004-07-09 21:55:00",615,59.75,43.8505,-59.39467,2004,136,"3","4WG",29,1000,0,1,27
"1330",1330,100075179,20,"J04-0212","2004-07-11 14:05:00",360,377.75,44.129,-59.1455,2004,122,"3","4WG",29,1000,19,12,12.9166666666667
"1331",1331,100075180,21,"J04-0212","2004-07-11 16:12:00",455,404,44.11,-59.1515,2004,85,"2","4WG",29,1000,39,7,9.14285714285714
"1332",1332,100075181,22,"J04-0212","2004-07-11 19:15:00",549,239.25,44.251,-59.08817,2004,129,"3","4VC",29,1000,6,7,8.42857142857143
"1333",1333,100075182,23,"J04-0212","2004-07-11 22:02:00",632,229.5,44.33417,-59.33183,2004,166,"3","4VC",29,1000,11,7,7.71428571428571
"1334",1334,100075589,1,"J04-0148","2004-06-17 16:12:00",372,247,44.79283,-58.858,2004,175,"3","4VC",54,1000,4,0,NA
"1335",1335,100075590,2,"J04-0148","2004-06-17 19:22:00",537,194.5,44.75283,-58.81533,2004,163,"3","4VC",54,1000,6,0,NA
"1336",1336,100075591,3,"J04-0148","2004-06-17 22:25:00",677,90.25,44.7295,-58.6975,2004,149,"3","4VC",54,1000,3,0,NA
"1337",1337,100075592,4,"J04-0148","2004-06-18 14:04:00",362,66.25,44.59083,-58.21317,2004,32,"1","4VC",54,1000,4,0,NA
"1338",1338,100075593,5,"J04-0148","2004-06-18 16:34:00",489,67.5,44.58133,-58.28433,2004,70,"1","4VC",54,1000,8,0,NA
"1339",1339,100075594,6,"J04-0148","2004-06-18 19:26:00",616,59.5,44.60333,-58.33317,2004,103,"1","4VC",54,1000,9,0,NA
"1340",1340,100075595,7,"J04-0148","2004-06-19 12:52:00",304,209,44.276,-57.876,2004,176,"3","4VC",54,1000,199,9,10
"1341",1341,100075598,10,"J04-0148","2004-06-19 23:01:00",841,193.5,44.35683,-57.71517,2004,98,"2","4VC",54,1000,12,0,NA
"1342",1342,100075599,11,"J04-0148","2004-06-20 14:11:00",370,395,44.58217,-56.654,2004,147,"3","4VC",54,1000,115,8,35
"1343",1343,100075600,12,"J04-0148","2004-06-20 18:01:00",564,450.25,44.5995,-56.594,2004,179,"3","4VC",54,1000,83,1,30
"1344",1344,100075601,13,"J04-0148","2004-06-20 22:00:00",776,408.75,44.61983,-56.53,2004,72,"3","4VC",54,1000,144,12,24.4166666666667
"1345",1345,100075602,14,"J04-0148","2004-06-21 14:09:00",361,192.5,44.9175,-55.85967,2004,171,"3","3PS",54,1000,124,2,11
"1346",1346,100075603,15,"J04-0148","2004-06-21 17:07:00",514,202.25,44.91617,-55.92883,2004,196,"3","3PS",54,1000,84,2,9.5
"1347",1347,100075604,16,"J04-0148","2004-06-21 20:10:00",673,199,44.91717,-56.005,2004,235,"3","3PS",54,1000,55,0,NA
"1348",1348,100075605,17,"J04-0148","2004-06-22 14:57:00",412,179,45.557,-56.529,2004,282,"3","3PS",54,1000,91,13,6.53846153846154
"1349",1349,100075606,18,"J04-0148","2004-06-22 17:07:00",527,177.5,45.51317,-56.49567,2004,281,"3","3PS",54,1000,104,8,6.5
"1350",1350,100075607,19,"J04-0148","2004-06-22 20:09:00",683,174.25,45.46833,-56.459,2004,280,"3","3PS",54,1000,85,16,7.6875
"1351",1351,100075608,20,"J04-0148","2004-06-23 14:10:00",369,413,45.0575,-56.535,2004,94,"2","3PS",54,1000,12,3,9.33333333333333
"1352",1352,100075609,21,"J04-0148","2004-06-23 17:24:00",541,421,45.02083,-56.57617,2004,192,"1","3PS",54,1000,45,4,22.25
"1353",1353,100075610,22,"J04-0148","2004-06-23 20:30:00",700,420.75,45.05067,-56.64183,2004,143,"3","3PS",54,1000,8,2,10.5
"1354",1354,100089825,72,"J05-0108","2005-05-28 13:27:00",336,195.5,44.2095,-58.44,2005,84,"2","4VC",27,1080,12,1,7
"1355",1355,100089828,75,"J05-0108","2005-05-29 00:27:00",857,239.5,44.00833,-58.47083,2005,130,"3","4VC",27,1080,20,7,12.2857142857143
"1356",1356,100089830,77,"J05-0108","2005-05-29 16:02:00",523,161.25,44.09783,-59.14233,2005,85,"3","4WG",27,1080,3,2,30.5
"1357",1357,100089833,80,"J05-0108","2005-05-29 21:28:00",661,110.25,44.22067,-59.52667,2005,177,"3","4VC",27,1080,2,14,7.5
"1358",1358,100089854,6,"J05-0113","2005-05-29 15:43:00",513,123,43.0115,-65.502,2005,44,"2","4XO",35,1080,55,3,8
"1359",1359,100089856,8,"J05-0113","2005-05-29 20:06:00",700,93.5,43.06517,-65.72033,2005,47,"2","4XO",35,1080,94,2,13
"1360",1360,100089857,9,"J05-0113","2005-05-30 14:25:00",436,114,42.2455,-65.58933,2005,28,"1","4XP",35,960,80,4,11.75
"1361",1361,100089858,10,"J05-0113","2005-05-30 16:52:00",535,231.5,42.20533,-65.72133,2005,24,"1","4XP",35,960,99,0,NA
"1362",1362,100089859,11,"J05-0113","2005-05-30 19:05:00",638,239.5,42.20983,-65.81283,2005,14,"1","4XP",35,960,77,3,14
"1363",1363,100089860,12,"J05-0113","2005-05-30 21:10:00",738,235.5,42.23117,-65.8665,2005,29,"1","4XP",35,960,75,2,16.5
"1364",1364,100089861,13,"J05-0113","2005-05-31 14:42:00",415,91,42.49483,-65.7425,2005,2,"1","4XP",35,1080,125,1,9
"1365",1365,100089862,14,"J05-0113","2005-05-31 17:36:00",509,93.5,42.612,-65.63583,2005,12,"1","4XP",35,1080,76,10,10.6
"1366",1366,100089863,15,"J05-0113","2005-05-31 21:05:00",628,130.5,42.80233,-65.53067,2005,38,"2","4XP",35,1080,82,6,9.33333333333333
"1367",1367,100090209,1,"J05-0118A","2005-06-04 15:50:00",375,193.75,46.1985,-58.90033,2005,187,"2","4VN",6,990,201,1,6
"1368",1368,100090210,2,"J05-0118A","2005-06-04 19:07:00",494,345,46.19533,-58.64783,2005,190,"3","4VN",6,1020,37,1,14
"1369",1369,100090211,3,"J05-0118A","2005-06-04 22:07:00",622,299.25,46.16467,-58.6625,2005,189,"3","4VN",6,1020,89,2,15
"1370",1370,100090212,4,"J05-0118A","2005-06-05 01:24:00",736,174.5,46.02067,-58.74767,2005,186,"2","4VN",6,1020,71,0,NA
"1371",1371,100090215,7,"J05-0118A","2005-06-06 01:03:00",724,417.25,46.6635,-59.13583,2005,288,"3","4VN",6,1020,40,0,NA
"1372",1372,100090218,10,"J05-0118A","2005-06-06 19:15:00",484,113,46.43467,-59.84,2005,184,"1","4VN",6,1020,42,0,NA
"1373",1373,100090219,11,"J05-0118A","2005-06-06 22:25:00",595,95.5,46.43983,-60.06,2005,181,"1","4VN",6,1020,20,0,NA
"1374",1374,100090220,1,"J05-0118B","2005-06-08 22:13:00",653,220.5,47.285,-60.28267,2005,316,"2","4VN",6,960,25,87,5.24137931034483
"1375",1375,100090221,2,"J05-0118B","2005-06-08 20:00:00",490,179.5,47.23817,-60.238,2005,315,"2","4VN",6,1020,42,44,4.81818181818182
"1376",1376,100090222,3,"J05-0118B","2005-06-09 03:29:00",736,143.25,46.79233,-60.03867,2005,313,"2","4VN",6,1020,87,0,NA
"1377",1377,100090263,14,"J05-0143","2005-06-01 16:52:00",479,406.25,44.63633,-56.858,2005,161,"3","4VC",50,1050,18,7,23
"1378",1378,100090264,15,"J05-0143","2005-06-01 20:05:00",645,394,44.63767,-56.78983,2005,165,"3","4VC",50,1050,28,7,17.5714285714286
"1379",1379,100090265,16,"J05-0143","2005-06-01 23:21:00",806,392.5,44.62033,-56.731,2005,128,"3","4VC",50,1050,27,6,13.5
"1380",1380,100090268,19,"J05-0143","2005-06-02 19:26:00",575,434.25,44.65317,-56.47033,2005,72,"3","4VC",50,1155,47,14,25.2857142857143
"1381",1381,100090293,5,"J05-0156","2005-06-09 14:05:00",365,92.5,44.225,-61.26667,2005,11,"1","4WH",44,1000,19,3,11.6666666666667
"1382",1382,100090294,6,"J05-0156","2005-06-09 16:03:00",458,82.5,44.24333,-61.20833,2005,133,"3","4WH",44,1000,2,1,17
"1383",1383,100090295,7,"J05-0156","2005-06-09 19:42:00",542,145,44.39333,-61.39667,2005,80,"2","4WH",44,1000,181,0,NA
"1384",1384,100090296,8,"J05-0156","2005-06-10 14:07:00",366,90,44.54,-60.95333,2005,90,"2","4WE",44,1000,4,0,NA
"1385",1385,100090297,9,"J05-0156","2005-06-10 18:12:00",556,84,44.615,-60.90333,2005,99,"2","4WE",44,1000,3,0,NA
"1386",1386,100090298,10,"J05-0156","2005-06-10 16:20:00",420,110,44.61667,-60.965,2005,86,"2","4WE",44,1000,15,1,13
"1387",1387,100090299,11,"J05-0156","2005-06-11 14:02:00",361,63,44.13833,-60.61667,2005,169,"3","4WF",44,1000,5,0,NA
"1388",1388,100090300,12,"J05-0156","2005-06-11 16:02:00",456,66.5,44.12667,-60.55,2005,125,"3","4WF",44,1000,11,0,NA
"1389",1389,100090301,13,"J05-0156","2005-06-11 18:50:00",542,139,44.16833,-60.33167,2005,151,"3","4WF",44,1000,8,0,NA
"1390",1390,100090302,14,"J05-0156","2005-06-12 14:02:00",360,56.5,44.59667,-58.37667,2005,70,"1","4VC",44,1000,27,0,NA
"1391",1391,100090303,15,"J05-0156","2005-06-12 15:57:00",452,61.5,44.63,-58.325,2005,103,"1","4VC",44,1000,30,0,NA
"1392",1392,100090304,16,"J05-0156","2005-06-12 18:01:00",545,66,44.59333,-58.25167,2005,32,"1","4VC",44,1000,26,0,NA
"1393",1393,100090369,1,"J05-0112","2005-05-22 14:40:00",354,248,44.22267,-58.167,2005,160,"3","4VC",50,1050,78,15,7.06666666666667
"1394",1394,100090370,2,"J05-0112","2005-05-22 23:23:00",734,410.75,44.36583,-57.93033,2005,176,"3","4VC",50,1050,28,3,24.6666666666667
"1395",1395,100090371,3,"J05-0112","2005-05-22 19:50:00",488,363.25,44.31667,-57.97883,2005,283,"3","4VC",50,1050,58,20,12.3
"1396",1396,100090372,4,"J05-0112","2005-05-23 18:31:00",356,539.5,44.338,-57.52067,2005,98,"2","4VC",50,1050,8,6,20.8333333333333
"1397",1397,100090373,5,"J05-0112","2005-05-24 21:20:00",690,300,44.4125,-57.27517,2005,284,"3","4VC",50,1050,14,6,12.6666666666667
"1398",1398,100090374,6,"J05-0112","2005-05-24 17:00:00",386,675.5,44.3705,-57.34017,2005,285,"3","4VC",50,1050,12,3,19.3333333333333
"1399",1399,100090387,1,"J05-0165","2005-06-14 14:38:00",396,78.5,43.5075,-64.69083,2005,42,"2","4XO",43,920,9,0,NA
"1400",1400,100090388,2,"J05-0165","2005-06-14 18:03:00",485,151.75,43.553,-64.407,2005,31,"1","4XO",43,920,368,3,10
"1401",1401,100090389,3,"J05-0165","2005-06-14 20:50:00",574,181.25,43.63467,-64.3265,2005,19,"1","4XO",43,920,642,0,NA
"1402",1402,100090390,4,"J05-0165","2005-06-14 23:26:00",683,158.5,43.70583,-64.38967,2005,59,"2","4XO",43,920,126,0,NA
"1403",1403,100090391,5,"J05-0165","2005-06-15 14:31:00",388,88,43.324,-64.63917,2005,3,"1","4XO",43,920,135,0,NA
"1404",1404,100090392,6,"J05-0165","2005-06-15 17:13:00",503,107,43.30417,-64.754,2005,15,"1","4XO",43,920,24,0,NA
"1405",1405,100090393,7,"J05-0165","2005-06-15 20:09:00",591,126,43.19083,-64.84,2005,33,"2","4XO",43,920,138,7,10.4285714285714
"1406",1406,100090394,8,"J05-0165","2005-06-16 16:46:00",398,110,43.03783,-64.55383,2005,17,"1","4XO",43,920,213,6,13.1666666666667
"1407",1407,100090395,9,"J05-0165","2005-06-16 20:16:00",514,85.25,42.95433,-64.77467,2005,27,"1","4XN",43,920,215,1,10
"1408",1408,100090396,10,"J05-0165","2005-06-16 23:30:00",588,99.5,42.83733,-65.01833,2005,6,"1","4XO",43,920,164,2,10
"1409",1409,100090397,11,"J05-0165","2005-06-17 16:58:00",538,103.5,42.72467,-65.37283,2005,50,"2","4XO",43,920,456,2,20
"1410",1410,100090398,12,"J05-0165","2005-06-17 15:03:00",395,100.5,42.726,-65.40917,2005,51,"2","4XO",43,920,709,2,7
"1411",1411,100090399,13,"J05-0165","2005-06-17 23:54:00",747,122,43.0395,-65.2845,2005,36,"2","4XO",43,920,115,6,7.16666666666667
"1412",1412,100090400,14,"J05-0165","2005-06-17 21:45:00",583,131.5,43.073,-65.35183,2005,37,"2","4XO",43,920,32,3,9.33333333333333
"1413",1413,100090401,15,"J05-0165","2005-06-18 14:05:00",365,110,43.12283,-65.4235,2005,18,"1","4XO",43,920,89,0,NA
"1414",1414,100090402,16,"J05-0165","2005-06-18 17:08:00",421,155.5,43.13533,-65.18667,2005,49,"2","4XO",43,920,239,2,7.5
"1415",1415,100090509,1,"J05-0167","2005-06-17 00:23:00",448,113.5,44.843,-66.1585,2005,293,"1","4XS",30,920,32,0,NA
"1416",1416,100090510,2,"J05-0167","2005-06-17 10:11:00",885,99.5,44.97417,-66.02133,2005,294,"1","4XS",30,460,75,0,NA
"1417",1417,100090512,4,"J05-0167","2005-06-17 06:01:00",585,99,45.01117,-65.95117,2005,296,"1","4XS",30,575,50,0,NA
"1418",1418,100090514,6,"J05-0167","2005-06-18 21:42:00",745,100,43.6435,-66.80867,2005,297,"1","4XS",30,575,226,1,10
"1419",1419,100090516,8,"J05-0167","2005-06-19 01:09:00",788,106,43.75,-66.56167,2005,298,"1","4XS",30,575,2,7,16.2857142857143
"1420",1420,100090518,10,"J05-0167","2005-06-19 07:56:00",970,69.5,43.3975,-66.43367,2005,274,"1","4XQ",30,575,0,3,16.3333333333333
"1421",1421,100090520,12,"J05-0167","2005-06-20 05:58:00",973,83.5,43.25933,-66.198,2005,278,"2","4XQ",30,920,9,8,15.5
"1422",1422,100090521,13,"J05-0167","2005-06-20 11:07:00",1117,101.5,43.1425,-66.6095,2005,277,"2","4XQ",30,920,88,1,10
"1423",1423,100090522,14,"J05-0167","2005-06-19 23:55:00",279,94.5,42.85717,-66.28433,2005,276,"1","4XP",30,920,39,4,6.25
"1424",1424,100090523,15,"J05-0167","2005-06-20 22:20:00",440,150.75,43.09233,-66.77167,2005,275,"1","4XQ",30,805,192,3,11.6666666666667
"1425",1425,100090524,16,"J05-0167","2005-06-21 01:03:00",522,179,43.05717,-67.01267,2005,273,"1","4XQ",30,805,233,0,NA
"1426",1426,100090525,17,"J05-0167","2005-06-21 04:26:00",652,188.5,42.93417,-66.96333,2005,272,"1","4XQ",30,805,202,0,NA
"1427",1427,100090526,18,"J05-0167","2005-06-21 08:15:00",800,191.5,42.83067,-67.02483,2005,279,"2","4XP",30,805,251,0,NA
"1428",1428,100090527,19,"J05-0167","2005-06-21 23:43:00",709,229,42.66283,-66.89633,2005,269,"1","4XP",30,690,237,0,NA
"1429",1429,100090528,20,"J05-0167","2005-06-21 20:40:00",407,225,42.57617,-66.693,2005,270,"1","4XP",30,805,205,1,10
"1430",1430,100090529,21,"J05-0167","2005-06-22 05:29:00",771,373,42.41333,-67.00767,2005,267,"1","4XP",30,575,142,0,NA
"1431",1431,100090530,22,"J05-0167","2005-06-22 08:20:00",899,367.5,42.4215,-66.90083,2005,302,"2","4XP",30,575,177,0,NA
"1432",1432,100090531,23,"J05-0167","2005-06-22 21:00:00",375,354.5,42.43417,-67.21867,2005,266,"1","4XP",30,575,214,0,NA
"1433",1433,100090532,24,"J05-0167","2005-06-22 19:15:00",249,344.5,42.477,-67.25633,2005,301,"1","4XP",30,575,211,0,NA
"1434",1434,100090873,1,"J05-0209","2005-06-24 14:12:00",360,113.5,44.36917,-63.26217,2005,102,"2","4WK",29,960,1,0,NA
"1435",1435,100090874,2,"J05-0209","2005-06-24 16:03:00",423,151,44.35467,-63.11383,2005,97,"2","4WK",29,960,128,0,NA
"1436",1436,100090875,3,"J05-0209","2005-06-24 18:22:00",527,145.5,44.30167,-63.1425,2005,77,"2","4WK",29,960,81,0,NA
"1437",1437,100090876,4,"J05-0209","2005-06-24 21:45:00",653,145.5,44.13167,-63.21767,2005,69,"1","4WK",29,960,142,3,6.33333333333333
"1438",1438,100090878,6,"J05-0209","2005-06-25 18:30:00",474,122,43.27,-63.089,2005,92,"2","4WL",29,960,98,7,17
"1439",1439,100090879,7,"J05-0209","2005-06-25 22:10:00",554,103.75,43.1925,-62.69783,2005,312,"2","4WL",29,960,64,8,23.125
"1440",1440,100090880,8,"J05-0209","2005-06-26 15:32:00",375,402,43.30017,-60.75967,2005,73,"2","4WJ",29,960,16,0,NA
"1441",1441,100090881,9,"J05-0209","2005-06-26 18:17:00",466,403.5,43.35583,-60.582,2005,74,"2","4WG",29,960,10,3,22.6666666666667
"1442",1442,100090882,10,"J05-0209","2005-06-26 20:56:00",563,430,43.40183,-60.43417,2005,124,"3","4WG",29,960,17,4,13
"1443",1443,100090937,9,"J05-0117","2005-06-10 10:18:00",302,102,44.72017,-53.7445,2005,227,"3","3OC",27,945,73,0,NA
"1444",1444,100090940,12,"J05-0117","2005-06-10 16:00:00",505,544.25,44.55233,-53.88533,2005,210,"3","3OC",27,1080,128,11,22.8181818181818
"1445",1445,100090943,15,"J05-0117","2005-06-11 10:01:00",319,142.75,44.44283,-53.091,2005,215,"3","3OC",27,945,57,0,NA
"1446",1446,100090944,16,"J05-0117","2005-06-11 11:48:00",381,202.25,44.41567,-53.0025,2005,222,"2","3OC",27,945,77,0,NA
"1447",1447,100090947,19,"J05-0117","2005-06-11 17:13:00",606,571.25,44.3495,-53.125,2005,204,"2","3OC",27,1080,32,8,25.625
"1448",1448,100090949,21,"J05-0117","2005-06-12 22:39:00",1049,97.25,44.02133,-52.20067,2005,201,"1","3OE",27,945,48,0,NA
"1449",1449,100090954,26,"J05-0117","2005-06-13 14:46:00",432,67.5,44.111,-50.73567,2005,203,"2","3NC",27,1080,70,6,48.5
"1450",1450,100090955,27,"J05-0117","2005-06-13 17:41:00",516,66,44.06917,-50.65717,2005,202,"2","3NC",27,1080,51,0,NA
"1451",1451,100090956,28,"J05-0117","2005-06-13 20:16:00",571,61.5,44.15733,-50.44833,2005,207,"3","3NC",27,1080,61,1,55
"1452",1452,100090957,29,"J05-0117","2005-06-14 12:55:00",465,56.5,44.6545,-50.31767,2005,213,"3","3NC",27,1080,46,3,26.6666666666667
"1453",1453,100090958,30,"J05-0117","2005-06-14 16:02:00",570,58,44.4805,-50.24767,2005,212,"3","3NC",27,1080,95,13,17.2307692307692
"1454",1454,100090959,31,"J05-0117","2005-06-14 16:05:00",533,59.5,44.47267,-50.35517,2005,230,"3","3NC",27,1080,127,15,19.3333333333333
"1455",1455,100090980,52,"J05-0117","2005-06-18 16:39:00",690,79.25,44.03683,-51.26733,2005,209,"3","3OD",27,1080,85,0,NA
"1456",1456,100090981,53,"J05-0117","2005-06-18 19:08:00",751,76,43.87017,-51.2775,2005,219,"3","3OE",27,945,77,0,NA
"1457",1457,100090982,54,"J05-0117","2005-06-18 22:20:00",833,82.25,43.81283,-51.541,2005,223,"2","3OE",27,945,19,0,NA
"1458",1458,100090983,55,"J05-0117","2005-06-19 10:48:00",382,647.25,43.50317,-52.04617,2005,214,"3","3OE",27,945,38,1,15
"1459",1459,100090985,57,"J05-0117","2005-06-19 18:20:00",766,663.5,43.6025,-52.13033,2005,229,"3","3OE",27,1080,98,5,42.6
"1460",1460,100090987,59,"J05-0117","2005-06-19 20:50:00",856,520.25,43.6335,-52.17,2005,231,"3","3OE",27,1080,143,5,42.8
"1461",1461,100090988,60,"J05-0117","2005-06-19 23:39:00",946,553.75,43.706,-52.33,2005,211,"3","3OE",27,1080,133,1,13
"1462",1462,100090989,61,"J05-0117","2005-06-20 11:27:00",314,613.75,43.83467,-52.5615,2005,216,"3","3OE",27,945,85,6,22.8333333333333
"1463",1463,100091254,1,"J05-0195","2005-06-28 18:00:00",362,228.5,43.588,-63.004,2005,154,"3","4WL",51,1000,7,0,NA
"1464",1464,100091255,2,"J05-0195","2005-06-28 21:27:00",393,100.25,43.3205,-62.82133,2005,170,"3","4WL",51,1000,58,1,18
"1465",1465,100091256,3,"J05-0195","2005-06-29 16:15:00",429,92.5,43.58517,-62.00367,2005,126,"3","4WJ",51,1000,4,0,NA
"1466",1466,100091257,4,"J05-0195","2005-06-29 19:24:00",478,124.75,43.75417,-62.1895,2005,101,"2","4WL",51,1000,3,0,NA
"1467",1467,100091258,5,"J05-0195","2005-06-29 21:46:00",553,119.25,43.85667,-62.15967,2005,140,"3","4WH",51,1000,11,0,NA
"1468",1468,100091259,6,"J05-0195","2005-06-30 15:53:00",363,126.75,44.218,-61.808,2005,91,"2","4WH",51,1000,101,0,NA
"1469",1469,100091260,7,"J05-0195","2005-06-30 18:55:00",422,114.5,44.05383,-61.6395,2005,153,"3","4WH",51,1000,7,0,NA
"1470",1470,100091261,8,"J05-0195","2005-06-30 20:40:00",467,111.25,43.98783,-61.73917,2005,162,"3","4WH",51,1000,2,0,NA
"1471",1471,100091262,9,"J05-0195","2005-07-01 15:18:00",360,67.75,44.0245,-61.18783,2005,40,"2","4WH",51,1000,4,1,17
"1472",1472,100091263,10,"J05-0195","2005-07-01 16:45:00",396,66.5,43.95517,-61.21983,2005,35,"2","4WH",51,1000,4,0,NA
"1473",1473,100091264,11,"J05-0195","2005-07-01 18:20:00",416,58.25,43.93733,-61.11983,2005,30,"1","4WH",51,1000,4,0,NA
"1474",1474,100091265,12,"J05-0195","2005-07-01 20:10:00",455,53.25,43.8425,-61.18617,2005,172,"3","4WH",51,1000,3,0,NA
"1475",1475,100091266,13,"J05-0195","2005-07-02 15:00:00",341,79.5,43.48467,-61.41817,2005,100,"2","4WJ",51,1000,9,0,NA
"1476",1476,100091267,14,"J05-0195","2005-07-02 18:30:00",460,80.75,43.34217,-61.393,2005,79,"2","4WJ",51,1000,18,0,NA
"1477",1477,100091268,15,"J05-0195","2005-07-02 17:05:00",353,79.25,43.36983,-61.38683,2005,93,"2","4WJ",51,1000,16,0,NA
"1478",1478,100091269,16,"J05-0195","2005-07-03 14:30:00",345,146.75,44.13983,-62.418,2005,145,"3","4WJ",51,1000,19,1,7
"1479",1479,100091270,17,"J05-0195","2005-07-03 16:15:00",400,118,44.20983,-62.458,2005,23,"1","4WJ",51,1000,49,3,6.33333333333333
"1480",1480,100091271,18,"J05-0195","2005-07-03 17:55:00",420,149.25,44.15833,-62.60033,2005,155,"3","4WJ",51,1000,66,1,14
"1481",1481,100091669,1,"J05-0212","2005-06-30 11:53:00",428,96.5,45.23283,-59.47717,2005,64,"1","4VB",27,910,0,0,NA
"1482",1482,100091670,2,"J05-0212","2005-06-30 13:48:00",491,114,45.24217,-59.3255,2005,173,"3","4VB",27,910,1,0,NA
"1483",1483,100091671,3,"J05-0212","2005-06-30 15:43:00",553,123.5,45.28117,-59.1585,2005,71,"1","4VB",27,910,1,0,NA
"1484",1484,100091672,4,"J05-0212","2005-06-30 18:06:00",607,80,45.36617,-58.9215,2005,63,"1","4VB",27,910,3,0,NA
"1485",1485,100091674,6,"J05-0212","2005-07-01 15:29:00",404,417.5,44.62583,-56.9695,2005,137,"3","4VC",27,1040,5,1,12
"1486",1486,100091675,7,"J05-0212","2005-07-01 18:51:00",543,415,44.68617,-56.775,2005,150,"3","4VC",27,1040,6,12,20.25
"1487",1487,100091746,79,"J05-0212","2005-07-15 14:05:00",223,379.5,44.58933,-56.74333,2005,147,"3","4VC",27,1170,15,3,22.6666666666667
"1488",1488,100091751,1,"J05-0172A","2005-06-18 15:25:00",425,96,43.04583,-64.0255,2005,41,"2","4XN",46,950,51,1,3
"1489",1489,100091752,2,"J05-0172A","2005-06-18 19:35:00",625,91,43.1,-64.08967,2005,39,"2","4XN",46,950,41,2,9
"1490",1490,100091753,3,"J05-0172A","2005-06-18 23:30:00",795,91.5,43.141,-64.06933,2005,45,"2","4XN",46,950,22,2,21.5
"1491",1491,100091754,4,"J05-0172A","2005-06-19 16:50:00",515,92.5,43.21,-64.26917,2005,25,"1","4XN",46,950,24,3,18
"1492",1492,100091755,5,"J05-0172A","2005-06-19 20:30:00",665,96,43.34817,-64.19067,2005,58,"2","4XN",46,950,25,2,20.5
"1493",1493,100091756,6,"J05-0172A","2005-06-20 00:20:00",770,95.25,43.4475,-63.91533,2005,53,"2","4XN",46,950,26,27,7.51851851851852
"1494",1494,100091859,1,"J05-0172B","2005-06-22 17:45:00",580,126,43.13817,-63.72333,2005,54,"2","4XN",46,1045,65,6,11.8333333333333
"1495",1495,100091860,2,"J05-0172B","2005-06-22 22:55:00",760,137.25,43.304,-63.72133,2005,22,"1","4XN",46,1045,33,1,10
"1496",1496,100091861,3,"J05-0172B","2005-06-23 17:45:00",530,100.5,43.21967,-62.53633,2005,139,"3","4WL",46,1140,22,6,10
"1497",1497,100091862,4,"J05-0172B","2005-06-23 22:45:00",660,93.5,43.47717,-62.48333,2005,76,"2","4WL",46,1140,275,6,15
"1498",1498,100091863,5,"J05-0172B","2005-06-24 17:20:00",455,185,44.01083,-63.68983,2005,8,"1","4XM",46,760,264,0,NA
"1499",1499,100091864,6,"J05-0172B","2005-06-24 20:55:00",580,126,44.03767,-63.92767,2005,5,"1","4XM",46,760,25,0,NA
